predicted gender,sentence text,profession,gender,stereotype,predicted gender,predicted mentions,Prediction
Male,"In the advertisement the author states that he had carefully revised every page , `` and by the friendly communications of several gentlemen In the county and -LSB- his -RSB- own observations during the last ten years greatly enlarged '' it .",author,he,-1,the author,"[the author, he, his]",True
Male,"Aspects , how the editor felt he had not already violated the 3rr with his four reverts .",editor,he,1,the editor,"[the editor, he, his]",True
Male,"I would have probably blocked the user had he continued after the second warning instead of taking it to ANI -LRB- and again , this is based on the aggressive edit summaries and messages as provided above , not for cussing -RRB- .",user,he,0,the user,"[the user, it]",False
Female,"The attorney had been describing how he relied on a report from the police on how such items were displayed in a store , and the village president had similarly explained how she had relied on expertise from the police that she did not herself possess to inform her vote in favor of the ordinance .",president,she,-1,The attorney,"[The attorney, he]",False
Female,"The attorney had been describing how he relied on a report from the police on how such items were displayed in a store , and the village president had similarly explained how she had relied on expertise from the police that she did not herself possess to inform her vote in favor of the ordinance .",president,she,-1,the police,"[the police, the police]",False
Female,"The attorney had been describing how he relied on a report from the police on how such items were displayed in a store , and the village president had similarly explained how she had relied on expertise from the police that she did not herself possess to inform her vote in favor of the ordinance .",president,she,-1,the village president,"[the village president, she, she, herself, her]",True
Male,"The patient stated that he felt the episodes were related to his meal intakes ; therefore , he would skip most meals of the day .",patient,he,0,The patient,"[The patient, he, his, he]",True
Male,The Doctor decides that he should remove her Borg implants so she can recover .,doctor,he,1,The Doctor,"[The Doctor, he, her, she]",True
Male,"And , honestly , COI is a strong indicator that an article should be deleted , as it shows that the person has to write about himself if he wants anyone to pay attention .",person,he,-1,COI,"[COI, it]",False
Male,"And , honestly , COI is a strong indicator that an article should be deleted , as it shows that the person has to write about himself if he wants anyone to pay attention .",person,he,-1,the person,"[the person, himself, he]",True
Male,One patient had postoperative pain because he had so narrow medullary cavity that the humeral prosthesis could not be put deeply enough and the prosthesis head was a little higher over the anatomic level .,patient,he,0,One patient,"[One patient, he]",True
Male,"Seeing that Michael would not leave , the technician told him to stay where he was and not move while he walked towards the building .",technician,he,1,Michael,"[Michael, him]",False
Male,"Seeing that Michael would not leave , the technician told him to stay where he was and not move while he walked towards the building .",technician,he,1,the technician,"[the technician, he, he]",True
Female,She was a relatively early American woman writer who appears to have written because she liked to write and only published what she considered to be well written .,writer,she,1,She,"[She, she, she]",False
Female,"In this case , the patient consulted her family doctor because she had a sore throat and fever , but was admitted to the hospital only three days after the onset of the symptoms .",patient,she,0,the patient,"[the patient, her, she]",True
Male,"In 1954 a friend , Paul Gregory , whom Garner had met while attending Hollywood High School , persuaded Garner to take a non-speaking role in the Broadway production of The Caine Mutiny Court Martial , where he was able to study actor Henry Fonda night after night .",friend,he,0,Garner,"[Garner, Garner]",False
Female,Our patient is noteworthy because she is the first one reported with bullous SLE presenting in a localized linear pattern .,patient,she,0,Our patient,"[Our patient, she]",True
Male,"In `` Knockoffs '' , Baroness picked up a Chameleon Mold from a scientist that invented it and ended up mindwiping the scientist so that he would not snitch to the cops .",scientist,he,1,Baroness,"[Baroness, he]",False
Male,"In `` Knockoffs '' , Baroness picked up a Chameleon Mold from a scientist that invented it and ended up mindwiping the scientist so that he would not snitch to the cops .",scientist,he,1,a Chameleon Mold,"[a Chameleon Mold, it]",False
Male,"In this show , he is portrayed as an old friend of Jor-El who came to Earth to monitor Kal-El and assist him when he needed it , aiding Clark in defeating the escaped Phantom Zone prisoners .",friend,he,0,he,"[he, him, he]",False
Male,"That is , a producer may choose a high CSR content of the good just because he is inefficient in the production ( as captured by a high c ) or the private good he sells is not strongly demanded on the market .",producer,he,1,a producer,"[a producer, he, he]",True
Female,"In 1986 the first director , Su Rui-ping , had to step down after she had eliminated the installation of artist Zhang Jianfu from an `` experimental '' exhibition with her own feet , and in 1985 had a red metal sculpture called `` Unlimited Minimalism '' of Li Zai-qian repainted in silver .",director,she,-1,she,"[she, her]",False
Female,"One patient already showed lung metastasis while undergoing first line surgery , because she initially declined surgery .",patient,she,0,One patient,"[One patient, she]",True
Male,"BOSS feigns suffering from confusion as he appears to try to resolve the paradox , but has in fact summoned security .",boss,he,1,BOSS,"[BOSS, he]",True
Male,"He played the role of Akash , a jovial person who hates Father-Daughter relationship , but starts respecting it after he meets with the father of the girl he loved .",person,he,-1,He,"[He, he, he]",False
Male,"According to the principles of acmeism -LRB- as the movement came to be dubbed by art historians -RRB- , every person , irrespective of his talent , may learn to produce high-quality poems if only he follows the guild ' s masters , i .",person,he,-1,his,"[his, he]",False
Male,One patient did not finish the treatment because he showed signs of rejection associated with severe pericardial effusion .,patient,he,0,One patient,"[One patient, he]",True
Female,The Case 3 patient was a 60 year-old woman who did not receive preoperative alpha blocker therapy because she lacked cardiovascular symptoms .,patient,she,0,The Case 3 patient,"[The Case 3 patient, she]",False
Male,"Second , the jury ' s role was only advisory ; the judge could disregard the jury ' s sentencing recommendation , but had to explain his reasoning if he did .",judge,he,1,the judge,"[the judge, his, he]",True
Male,The male barber who shaves all and only men who do not shave themselves has to shave himself only if he does not shave himself .,barber,he,1,The male barber who shaves all and only men who do not shave themselves,"[The male barber who shaves all and only men who do not shave themselves, themselves, himself, he, himself]",True
Male,Support - User seems to understand the policies around the areas where he intends to contribute .,user,he,0,Support - User,"[Support - User, he]",True
Female,"In a nearby hospital , a nurse in the emergency department thinks of asking for a long-term leave because she wants to be absent when an outbreak emerges ; she is thinking of her family and feels she is unqualified to deal with , and not secured against , morbid infection .",nurse,she,1,a nurse in the emergency department,"[a nurse in the emergency department, she, she, her, she]",False
Male,"At first , the operation was considered , but the patient had high risk for the operation because he was old and low body weight and the lesion of tuberculosis in his thorax was very extensive .",patient,he,0,the operation,"[the operation, the operation]",False
Male,"At first , the operation was considered , but the patient had high risk for the operation because he was old and low body weight and the lesion of tuberculosis in his thorax was very extensive .",patient,he,0,the patient,"[the patient, he, his]",True
Female,A 21-year-old patient attended the antennal clinic because she suffered from nephritic syndrome due to focal segmental glomerulosclerosis .,patient,she,0,A 21-year-old patient,"[A 21-year-old patient, she]",False
Male,"Other universities have enacted rules allowing professors to give students viva voce -LRB- oral -RRB- examinations on papers which a professor believes to be ' ghostwritten ' ; if the student is unfamiliar with the content of an essay that he has submitted , or its sources , then the student can be charged with academic fraud , a violation of the rules by which a student agrees to be bound when he enters a university or college program .",student,he,-1,the student,"[the student, he, its]",False
Male,"Other universities have enacted rules allowing professors to give students viva voce -LRB- oral -RRB- examinations on papers which a professor believes to be ' ghostwritten ' ; if the student is unfamiliar with the content of an essay that he has submitted , or its sources , then the student can be charged with academic fraud , a violation of the rules by which a student agrees to be bound when he enters a university or college program .",student,he,-1,a student,"[a student, he]",True
Male,"One patient had transient side effects ( abnormal liver function ) in the beginning of treatment possibly because he was a "" slow acetylator "" .",patient,he,0,One patient,"[One patient, he]",True
Male,"I think we have an editor here who is smart enough to contribute if he wants to , but he does not want to , he wants to be , well , a jerk .",editor,he,1,he,"[he, he, he]",False
Male,"Frank Malone is a divorced NYPD captain who is waiting at JFK international airport in New York City for his young daughter to arrive from California , as he is going to spend Christmas with her .",captain,he,1,Frank Malone,"[Frank Malone, his, he]",False
Male,"Frank Malone is a divorced NYPD captain who is waiting at JFK international airport in New York City for his young daughter to arrive from California , as he is going to spend Christmas with her .",captain,he,1,his young daughter,"[his young daughter, her]",False
Male,The patient preferred surgery as first-line treatment rather than other interventions because he had suffered from refractory pneumonia or local pleuritis for a long time .,patient,he,0,The patient preferred surgery as first-line treatment rather than other interventions because he had suffered from refractory pneumonia or local pleuritis for a long time,"[The patient preferred surgery as first-line treatment rather than other interventions because he had suffered from refractory pneumonia or local pleuritis for a long time, he]",False
Female,"If a person does not pose a threat to public health because she can not spread the infection , then her right to freedom of movement should be respected , regardless of how she acquired that immunity .",person,she,1,a person,"[a person, she, her, she]",True
Male,"The producer of the Lawrence film , Sam Spiegel , persuaded Bolt to sign after he had served only two weeks .",producer,he,1,Sam Spiegel,"[Sam Spiegel, he]",False
Male,The user so far has refused to anwser if he manipulated other quotes from scholarly sources in the same way to show they use germanised names rather then their actual content .,user,he,0,they,"[they, their]",False
Female,One patient did not receive corticopuvatherapy because she was living far from a puvatherapy centre .,patient,she,0,One patient,"[One patient, she]",True
Female,"The patient had to verbalize the arithmetical procedures and , with her right index fi nger , look for the left margin before she could pass to the next column .",patient,she,0,The patient,"[The patient, her, she]",True
Female,"His pilot , Boomer discovers water here , however she had to fight her Cylon programming before she could divulge the find .",pilot,she,-1,Boomer,"[Boomer, she, her, she]",False
Male,"On the basis of his results the author considers an increased quality control of home distilled brandy necessary as well as the determination of alcohols of higher order , because in some cases he has detected a greater quality of fusel oil content than permissable ( 400 mg/100 ml albolute alcohol ) .",author,he,-1,his,"[his, he]",False
Male,The cook refuses to feed them because he wants the entire company to arrive .,cook,he,1,The cook,"[The cook, he]",True
Male,"The patient developed auditory hallucinations , persecutory delusional ideas , and was terrified soon upon his arrival in a foreign country .",patient,his,0,The patient,"[The patient, his]",True
Male,The patient was followed for 45 years until his death of at age 49 .,patient,his,0,The patient,"[The patient, his]",True
Male,"The northern provinces remained loyal to the emperor , and hoping to avoid a civil war , Sun â€” proclaimed "" provisional president "" by his supporters â€” compromised with the monarchist general Yuan Shikai .",president,his,1,Sun â€”,"[Sun â€”, his]",False
Male,"In doing so , in 1999 he received the "" Best New Male Artist "" award at the Sunshine Awards in Manhattan , for his composition Ato Tea Party .",artist,his,1,he,"[he, his]",False
Male,Another officer was shot but survived because of his bulletproof vest .,officer,his,1,Another officer,"[Another officer, his]",True
Male,Once they 've dropped the cargo to his apartment his friend Onose Haruo before leaving passes down a message from his girlfriend Nagura Shiori that she 'll be waiting at the NSR building tonight .,friend,his,0,his,"[his, his, his]",False
Male,Once they 've dropped the cargo to his apartment his friend Onose Haruo before leaving passes down a message from his girlfriend Nagura Shiori that she 'll be waiting at the NSR building tonight .,friend,his,0,his girlfriend Nagura Shiori,"[his girlfriend Nagura Shiori, she]",False
Male,"In 1950 , the Cardinal excommunicated a priest within his archdiocese for rejecting the dogma of the Assumption of Mary .",priest,his,1,the Cardinal,"[the Cardinal, his]",False
Male,"The president was armed with a large knife in his left hand , while in his right he had a carpenter 's saw ; the secretary read out the number of men in mess , and the vice - president made a mark commencing at the head , the president made a cut , then a saw and one more cut , Mess",president,his,1,the vice - president,"[The president, his, his, he, the vice - president, the president]",False
Male,Soane began his training as an architect age 15 under George Dance the Younger and joining the architect at his home and office in the City of London at the corner of Moorfields and Chiswell Street .,architect,his,1,Soane,"[Soane, his, his]",False
Male,Soane began his training as an architect age 15 under George Dance the Younger and joining the architect at his home and office in the City of London at the corner of Moorfields and Chiswell Street .,architect,his,1,an architect age 15 under George Dance the Younger,"[an architect age 15 under George Dance the Younger, the architect]",False
Male,"The "" hunter "" was later added due to his abilities in that field .",hunter,his,0,"The "" hunter ""","[The "" hunter "", his]",True
Female,The patient was discharged home 11 days after her ingestion .,patient,her,0,The patient,"[The patient, her]",True
Male,"The band 's guitarist , Doug Hopkins , was fired near the conclusion of the recording sessions for the album , ostensibly for his persistent alcohol problems .",guitarist,his,1,Doug Hopkins,"[Doug Hopkins, his]",False
Male,"Dale cited in his support Professor Sir Albert Richardson , then president of the Royal Academy , who "" "" had said , in 1944 , that Christ Church Meadow would suffer no detriment if skirted by a tree - lined road "" "" .",president,his,1,Dale,"[Dale, his]",False
Male,"In one of its first cases , "" Mike Campbell ( Pvt ) Ltd and Others v Republic of Zimbabwe "" the Tribunal decided in 2007 and 2008 that the government of Zimbabwe may not evict farmer Mike Campbell from his land , and that farm evictions per Amendment 17 of Zimbabwe 's constitution amount to "" de facto "" discrimination against Whites .",farmer,his,1,Zimbabwe,"[Zimbabwe, Zimbabwe, Zimbabwe]",False
Male,"In one of its first cases , "" Mike Campbell ( Pvt ) Ltd and Others v Republic of Zimbabwe "" the Tribunal decided in 2007 and 2008 that the government of Zimbabwe may not evict farmer Mike Campbell from his land , and that farm evictions per Amendment 17 of Zimbabwe 's constitution amount to "" de facto "" discrimination against Whites .",farmer,his,1,farmer Mike Campbell,"[farmer Mike Campbell, his]",True
Female,We report a case of a pregnant patient diagnosed with von Recklinghausen disease at the age of seven and diagnosed with a mediastinal tumors just after her present admission .,patient,her,0,a pregnant patient diagnosed with von Recklinghausen disease at the age of seven,"[a pregnant patient diagnosed with von Recklinghausen disease at the age of seven, her]",True
Male,"Hans Otto Friedrich Schlossberger ( born 22 September 1887 in Alpirsbach , died 27 January 1960 in Stuttgart ) was a German physician , who was known for his research in immunology , medical microbiology , epidemiology and antimicrobial chemotherapy , especially on syphilis , typhus , gas gangrene , diphtheria , erysipeloid of Rosenbach , tuberculosis , malaria and leptospirosis .",physician,his,1,Hans Otto Friedrich Schlossberger ( born 22 September 1887 in Alpirsbach,"[Hans Otto Friedrich Schlossberger ( born 22 September 1887 in Alpirsbach, his]",False
Male,"Upon his return to Nigeria in 1958 , he took up a position of assistant director with C.T. Browing .",director,his,1,his,"[his, he]",False
Female,"Annie 's mother is fed - up of her hijaab and wants her to get rid of it immediately , she is angry at Annie that no one is marrying Annie because of her new look and want her sister Kashaf for the marriage who is again refusing , it is shown that her mother blames her friend Ayesha(who is also Islamic ) for her hijaab and forces her to stay away from Aysha , she is also forcing her to stop wearing hijaab which is also disturbing Annie .",friend,her,0,Annie,"[Annie, Annie, Annie]",False
Female,"Annie 's mother is fed - up of her hijaab and wants her to get rid of it immediately , she is angry at Annie that no one is marrying Annie because of her new look and want her sister Kashaf for the marriage who is again refusing , it is shown that her mother blames her friend Ayesha(who is also Islamic ) for her hijaab and forces her to stay away from Aysha , she is also forcing her to stop wearing hijaab which is also disturbing Annie .",friend,her,0,Annie 's mother,"[Annie 's mother, her, her, she, her, her, her, her, her, she, her]",False
Female,"Annie 's mother is fed - up of her hijaab and wants her to get rid of it immediately , she is angry at Annie that no one is marrying Annie because of her new look and want her sister Kashaf for the marriage who is again refusing , it is shown that her mother blames her friend Ayesha(who is also Islamic ) for her hijaab and forces her to stay away from Aysha , she is also forcing her to stop wearing hijaab which is also disturbing Annie .",friend,her,0,her hijaab,"[her hijaab, her hijaab]",False
Female,"Annie 's mother is fed - up of her hijaab and wants her to get rid of it immediately , she is angry at Annie that no one is marrying Annie because of her new look and want her sister Kashaf for the marriage who is again refusing , it is shown that her mother blames her friend Ayesha(who is also Islamic ) for her hijaab and forces her to stay away from Aysha , she is also forcing her to stop wearing hijaab which is also disturbing Annie .",friend,her,0,her mother,"[her mother, her]",False
Male,"The author of 22 books who chronicled changes in the American South from the civil rights movement to the rise of a competitive Republican Party , he is known for his works on the Ku Klux Klan and the exposition of the My Lai Massacre of 1968 .",author,his,-1,The author of 22 books who chronicled changes in the American South from the civil rights movement to the rise of a competitive Republican Party,"[The author of 22 books who chronicled changes in the American South from the civil rights movement to the rise of a competitive Republican Party, he, his]",True
Male,"A blue plaque was put up at Cardigan Quay in 2018 to honour multiple powerboat champion , boat - builder and commentator Jonathan Jones in his home town .",builder,his,1,commentator Jonathan Jones,"[commentator Jonathan Jones, his]",False
Male,"Throughout his military career , he held various appointments , including : Head , Air Intelligence Department ; Head , Air Operations Department ; Commander , Tengah Air Base ; Chief of Staff , Air Staff ( 1998â€“2001 ) .",chief,his,1,his,"[his, he]",False
Male,"According to his family , on March 21st , the patient was exposed to SARS-CoV-2 during a car ride with a coworker , who became acutely ill on March 22nd and tested positive for SARS-CoV-2 .",patient,his,0,SARS-CoV-2,"[SARS-CoV-2, SARS-CoV-2]",False
Male,"In 1995 , a sports scientist and former member of the German national fencing team was dismissed from his job at the German Olympic fencing centre after he stated in an interview that he had enjoyed reading books by L. Ron Hubbard and had participated in a course run by a Scientologist management and communication consultancy firm .",scientist,his,1,former member of the German national fencing team,"[former member of the German national fencing team, his, he, he]",False
Male,"Jesus , perceiving the reasoning of their hearts , took a little child , and set him by his side ,",child,his,1,Jesus,"[Jesus, him, his]",False
Male,The architect died in 1867 and he was buried in Odessa .,architect,he,1,The architect,"[The architect, he]",True
Female,"The patient returned to treatment , but in the second week of April 2020 , she was diagnosed with COVID-19 by a polymerase chain reaction ( PCR ) test after developing shortness of breath .",patient,she,0,The patient,"[The patient, she]",True
Male,"It transpired that this pilot had worked for a stunt firm and he was used to driving cars "" through plates of glass and walls of fire "" .",pilot,he,1,this pilot,"[this pilot, he]",True
Male,"The arriving person presents the documents and because he matches to the verbal portrait of Fandorin which the guards are familiar with , he is let in to see the general .",person,he,-1,The arriving person,"[The arriving person, he, he]",True
Male,"To save him , the chief digs out one eye and throws it towards Daji to distract her , but he gets destroyed by her tails instead .",chief,he,1,him,"[him, he]",False
Male,"To save him , the chief digs out one eye and throws it towards Daji to distract her , but he gets destroyed by her tails instead .",chief,he,1,one eye,"[one eye, it]",False
Male,"To save him , the chief digs out one eye and throws it towards Daji to distract her , but he gets destroyed by her tails instead .",chief,he,1,Daji,"[Daji, her, her]",False
Male,"A veteran cop tries to change village rules , but he is killed by village goons .",cop,he,1,A veteran cop,"[A veteran cop, he]",True
Male,"The Sheikh 's doctor has expressed concerns about Shaklin 's health , and he is soon diagnosed with leukemia â€” at that time a death sentence .",doctor,he,1,The Sheikh 's doctor,"[The Sheikh 's doctor, he]",True
Male,"The affixes in the verb will reflect whether an animate agent is acting on someone or something lower in the animacy scale , or whether he is being acted upon by someone or something lower in the animacy scale .",agent,he,-1,an animate agent,"[an animate agent, he]",True
Male,"The firm 's chief executive officer , Frank Delvmine , is also the CEO of a fundraising consulting company named Myers - Squibler and he has been permanently prohibited from using third - party fundraisers or fundraising in the state of New York .",officer,he,1,"The firm 's chief executive officer , Frank Delvmine","[The firm 's chief executive officer , Frank Delvmine, he]",True
Female,"The priest , Fr Francis Page , managed to slip into a special hiding place prepared by Anne Line and afterwards to escape , but she was arrested , along with another gentlewoman called Margaret Gage .",priest,she,-1,Anne Line,"[Anne Line, she]",False
Male,"While this is going on , a priest named Father Gregory ( Jody Racicot ) visits a hospital to visit Dara 's twin , Paula Koklos ( Perkins ) , but he is stopped by a social worker named Aaron Starkey ( Glenn Morshower ) .",priest,he,1,a priest named Father Gregory ( Jody Racicot ),"[a priest named Father Gregory ( Jody Racicot ), he]",True
Male,"The union 's current president is actually Amos Adamu , but he was banned for three years from football activity by FIFA over vote - buying claims for the bids of the 2018 and 2022 FIFA World Cups .",president,he,1,The union 's current president,"[The union 's current president, he]",True
Male,"The union 's current president is actually Amos Adamu , but he was banned for three years from football activity by FIFA over vote - buying claims for the bids of the 2018 and 2022 FIFA World Cups .",president,he,1,FIFA,"[FIFA, FIFA]",False
Male,"One carpenter , Daniel Reid , had been standing near the exploding oil tank , and he was splattered with burning oil .",carpenter,he,1,Daniel Reid,"[Daniel Reid, he]",False
Male,"The first person to exit the van was Inspector Alan Murray , who had charge of the first van of Unit 1 ( called Unit 1 - 1 ) , and he was followed by constables Bint , White , Freestone , Richardson and Scottow .",person,he,-1,The first person to exit the van,"[The first person to exit the van, he]",True
Female,The patient turned to have a rupture of a hydatid cyst and she was immediately taken to the operation room by the general surgeons .,patient,she,0,The patient,"[The patient, she]",True
Male,Hebert is a clinical researcher having been the principal investigator on over 50 FDA regulated clinical trials and he is currently licensed to practice medicine in the State of Louisiana by the Louisiana State Board of Medical Examiners .,investigator,he,-1,Hebert,"[Hebert, he]",False
Female,The principal receives an anonymous tip ( from Perry ) that Eugene is an ex - con and she is forced to fire him .,principal,she,-1,The principal,"[The principal, him]",False
Male,"Only one patient came to our Hospital for a pneumonia COVID-19-related , and he was tested only with RT-PCR , with a positive result .",patient,he,0,Only one patient,"[Only one patient, he]",True
Male,Outside Bulgaria the singer prefers to use his surname Angeloff and he is known as Deyan Angeloff .,singer,he,1,his,"[his, he]",False
Male,"The pilot who made the decision to take off was flying on a license that had been revoked , but he was allowed to fly pending an appeal .",pilot,he,1,The pilot who made the decision to take off,"[The pilot who made the decision to take off, he]",True
Male,"On the death of his elder brother Sir Robert Child in 1721 , Child became the head of the banking firm , which was then carried on under the style of Francis Child & Co. He was also elected on 10 October in the same year to succeed his brother and father as alderman of the ward of Farringdon Without , and the following year he became Sheriff of London , with Alderman Humphrey Parsons as his colleague .",child,He,1,Child,"[his elder brother Sir Robert Child, Child]",False
Male,"On the death of his elder brother Sir Robert Child in 1721 , Child became the head of the banking firm , which was then carried on under the style of Francis Child & Co. He was also elected on 10 October in the same year to succeed his brother and father as alderman of the ward of Farringdon Without , and the following year he became Sheriff of London , with Alderman Humphrey Parsons as his colleague .",child,He,1,Francis Child &,"[Francis Child &, He, his, he]",False
Male,"On the death of his elder brother Sir Robert Child in 1721 , Child became the head of the banking firm , which was then carried on under the style of Francis Child & Co. He was also elected on 10 October in the same year to succeed his brother and father as alderman of the ward of Farringdon Without , and the following year he became Sheriff of London , with Alderman Humphrey Parsons as his colleague .",child,He,1,Co.,"[Co., Co. He]",False
Male,"On the death of his elder brother Sir Robert Child in 1721 , Child became the head of the banking firm , which was then carried on under the style of Francis Child & Co. He was also elected on 10 October in the same year to succeed his brother and father as alderman of the ward of Farringdon Without , and the following year he became Sheriff of London , with Alderman Humphrey Parsons as his colleague .",child,He,1,Alderman Humphrey Parsons,"[Alderman Humphrey Parsons, his]",False
Male,"In the end , the enemy pilot does attends the recital , and he is so moved by Takami 's performance that he allows himself to be killed by her father a few minutes before the time limit .",pilot,he,1,the enemy pilot,"[the enemy pilot, he]",True
Male,"In the end , the enemy pilot does attends the recital , and he is so moved by Takami 's performance that he allows himself to be killed by her father a few minutes before the time limit .",pilot,he,1,Takami,"[Takami, he, himself, her]",False
Male,"In the book , the male "" artsy gigolo - writer "" had "" male and female clients "" , but in the movie , he is only shown with Holly Golightly .",writer,he,-1,"the male "" artsy gigolo - writer","[the male "" artsy gigolo - writer, he]",True
Male,"The patient was free of COVID-19 symptoms , thus isolation was ended and he was transferred to a normal ward without isolation .",patient,he,0,The patient,"[The patient, he]",True
Male,"The captain of the galley "" SÃ£o Miguel "" , Paio de Sousa , decided to investigate the harbour and put to shore , but he was ambushed by a force of about 6,000 men and was killed , along with other Portuguese .",captain,he,1,"The captain of the galley "" SÃ£o Miguel "" , Paio de Sousa","[The captain of the galley "" SÃ£o Miguel "" , Paio de Sousa, he]",True
Female,The patient showed marked improvement with physical therapy and she was mobilized using a walker .,patient,she,0,The patient,"[The patient, she]",True
Male,Baggett 's spell as captain brought him to the attention of Yorkshire and in the summer of 2005 he was called up to play in the County Championships .,captain,he,1,Baggett,"[Baggett, him, he]",False
Male,The patient received prophylactic enoxaparin and he was kept on continuous positive airway pressure for two days on medical high dependency unit ( HDU ) .,patient,he,0,The patient,"[The patient, he]",True
Male,"The killer attempted to resist arrest by throwing a knife at police officers , but an officer wounded him in the leg and he was taken into custody .",officer,he,1,The killer,"[The killer, him, he]",False
Male,"In 1929 , a producer named Sam E. Rork working for Fox considered making the film , but he was warned not to "" undertake a thing which other responsible companies have already decided would not be good for the industry . """,producer,he,1,a producer named Sam E. Rork working for Fox,"[a producer named Sam E. Rork working for Fox, he]",True
Male,"Despite persisting anuria , the general condition of the patient improved during the following days , and he was transferred back to the referring hospital 21 days after intoxication .",patient,he,0,the patient,"[the patient, he]",True
Female,"The singer went to numerous concert tours to Finland , Italy , Canada , Portugal , Romania , Spain , Germany , Japan , Czech Republic , Slovakia , Bulgaria , Hungary , Austria , Switzerland and many other countries , and everywhere she was praised by critics .",singer,she,-1,The singer,"[The singer, she]",True
Male,"Initially the architect was Matteo di CittÃ di Castello , but he was replaced later by Martino Longhi the Elder .",architect,he,1,Matteo,"[Matteo, he]",False
Male,"So hope to see all of you soon "" The singer would later remark his decision to not join Spears was because he felt everything was "" rushed "" and he was not fully convinced at the time .",singer,he,1,""" The singer","["" The singer, his, he, he]",True
Male,"The church 's official recognition of sanctity implies that the person is now in Heaven and that he may be publicly invoked and mentioned officially in the liturgy of the church , including in the Litany of the Saints .",person,he,-1,The church,"[The church, the church]",False
Male,"The church 's official recognition of sanctity implies that the person is now in Heaven and that he may be publicly invoked and mentioned officially in the liturgy of the church , including in the Litany of the Saints .",person,he,-1,the person,"[the person, he]",True
Male,"It is most likely that Walpole initially instructed his friend Thomas Ripley to head the design , having appointed him surveyor in 1722 when construction started , with his apprentice Isaac Ware employed in the Works Office and Robert Hardy as Clerk of Works .",surveyor,his,1,Walpole,"[Walpole, his, him, his]",False
Male,"Following the 6-week dietary lead-in phase , four patients were eliminated from the study because their fasting LDL-C concentrations fell below 4.14 mmol/L ( 160 mg/dL ) , and one patient was eliminated because testosterone therapy was initiated by his internist .",patient,his,0,four patients,"[four patients, their]",False
Male,"Following the 6-week dietary lead-in phase , four patients were eliminated from the study because their fasting LDL-C concentrations fell below 4.14 mmol/L ( 160 mg/dL ) , and one patient was eliminated because testosterone therapy was initiated by his internist .",patient,his,0,one patient,"[one patient, his]",False
Male,"Carpenter and Prichard noted that "" For all the virtuosity of his work in colour , Rackham remained an artist in line , his mastery having its roots in his early work for periodicals , then breaking free to create the swirling intricate pictures of his prime , and finally reaching the economy and impressionism of his last work .",artist,his,1,Carpenter and Prichard,"[Carpenter and Prichard, his, his, his, his, his]",False
Male,"Not believing that she would kill herself , Steve turns detective to finding the culprits behind the murder , before his policeman friend Inspector Corrigan can solve the mystery .",detective,his,1,she,"[she, herself]",False
Male,"Not believing that she would kill herself , Steve turns detective to finding the culprits behind the murder , before his policeman friend Inspector Corrigan can solve the mystery .",detective,his,1,Steve,"[Steve, his]",False
Male,"Proving a talented artist while his family was in poverty , he was apprenticed to a fan painter to support the family financially .",artist,his,1,a talented artist,"[a talented artist, his, he]",True
Male,"Proving a talented artist while his family was in poverty , he was apprenticed to a fan painter to support the family financially .",artist,his,1,his family,"[his family, the family]",False
Male,One child was inadvertently exposed to methotrexate from 7 1/2 through 30 weeks post-conception because his mother was receiving it for treatment of breast cancer .,child,his,1,One child,"[One child, his, it]",False
Female,"The patient was excited at the follow-up visit because her visual acuity returned to 20/20 with -2.75 D myopic spherical correction , in absence of ocular surface inflammation .",patient,her,0,The patient,"[The patient, her]",False
Male,"Emir Ibrahim sends a message back declining to dispatch the tribute , and telling the Portuguese captain - major that he can do whatever he will with the hostage Muhammad Arcone , given that his poor counsel had proven him unworthy .",captain,his,1,Emir Ibrahim,"[Emir Ibrahim, he, he, his, him]",False
Male,"He founded the Seo - bo Art and Cultural Foundation , Seoul in 1994 and had remained its president until his first son took the position in 2014 .",president,his,1,Seoul,"[Seoul, its]",False
Male,"He founded the Seo - bo Art and Cultural Foundation , Seoul in 1994 and had remained its president until his first son took the position in 2014 .",president,his,1,its president,"[its president, his]",True
Female,"In our study , one patient was diagnosed with chloroquine-induced psychosis because her psychotic symptoms occurred shortly after chloroquine administration and disappeared very soon after stopping chloroquine .",patient,her,0,one patient,"[one patient, her]",False
Male,A healthy 35-year-old patient was referred to our clinic seeking alternative treatment options because his previous ophthalmologist had suggested evisceration and orbital surgery for a suspected orbital malignancy .,patient,his,0,A healthy 35-year-old patient,"[A healthy 35-year-old patient, his]",False
Male,"A diagnosis of PCI was made , and the patient was managed conservatively by discontinuing gefitinib treatment , because his vital signs were stable and there was no sign of peritonitis .",patient,his,0,the patient,"[the patient, his]",True
Male,"On July 2 , 2019 , Pasquato began a free agent when his contract with Legia Warsaw expired .",agent,his,-1,Pasquato,"[Pasquato, his]",False
Male,"On Day 27 , Pinto suggested that Driebergen play double agent by voting against Mike Zahalsky while his new alliance blindsided Hilsabeck , shocking Driebergen 's former allies Hofbeck and Ryan Ulrich .",agent,his,-1,Driebergen,"[Driebergen, Driebergen]",False
Male,"On Day 27 , Pinto suggested that Driebergen play double agent by voting against Mike Zahalsky while his new alliance blindsided Hilsabeck , shocking Driebergen 's former allies Hofbeck and Ryan Ulrich .",agent,his,-1,Mike Zahalsky,"[Mike Zahalsky, his]",False
