,Unnamed: 0,predicted gender,correct,sentence_text,profession,g,g_first_index,profession_first_index,stereotype,corpus,data_index,distance,num_of_pronouns
59,195150,Male,1,"Santi Paladino ( 1902 â€“ 1981 ) was an Italian journalist , politician and writer , who is best known for his theory that Michelangelo Florio was the real author of the works of Shakespeare , a view he propounded in several publications from 1927 on .",journalist,his,21,10,-1,wikipedia,1,11,2
60,184744,Male,1,A manager who in 2004 was jabbed in his back during the acupuncture treatment and subsequently was tested positive for the HIV virus set the medical investigation into motion .,manager,his,8,1,1,wikipedia,1,7,1
61,148441,Male,1,The patient often has to get rest and can be taken out of his old environment .,patient,his,13,1,0,wikipedia,1,12,1
62,161557,Male,1,"Towards the end of January 2014 , Sassuolo were in bottom place and so manager Di Francesco was relieved of his duties and Alberto Malesani was brought in .",manager,his,20,14,1,wikipedia,1,6,1
63,91396,Male,1,"Dutch painter Vincent van Gogh was inspired by Dickens 's novels in several of his paintings like "" Vincent 's Chair "" and in an 1889 letter to his sister stated that reading Dickens , especially "" A Christmas Carol "" , was one of the things that was keeping him from committing suicide .",painter,his,14,1,1,wikipedia,1,13,2
65,61860,Male,1,"He received his first acting opportunity in 2013 through film director Ram , who is widely known for his films including "" Kattradhu Thamizh "" and "" Thanga Meengal "" .",director,his,18,10,1,wikipedia,1,8,2
67,179348,Male,1,"Marcus 's former friend DoRight ( Jamie Hector ) , now a local gangster , and Marcus 's brother Bostic ( Tariq Trotter ) , a Black Muslim , are especially displeased by his return .",friend,his,33,3,0,wikipedia,1,30,1
68,215638,Male,1,"Robert L. Scott , a pursuit pilot awaiting an assignment in China , was assigned as his operations officer and a month later as executive officer .",pilot,his,16,6,1,wikipedia,1,10,1
69,222265,Male,1,"A specialist in criminal law , he was recognized by his peers and elected a member of the Council of the Order from 1882 to 1892 .",specialist,his,10,1,-1,wikipedia,1,9,2
70,190843,Male,1,"The story was supposed to be that of a child who , after a tantrum , is punished in his room and decides to escape to the place that gives the book its title , the "" land of wild horses "" .",child,his,19,9,1,wikipedia,1,10,1
71,148537,Female,1,"In this film where Darna did not appear , Valentina is portrayed as a good person who was cursed with snakes on her head and has powers to turn people into stones at will unlike Medusa who makes people into stones through looking at her eyes .",person,her,22,15,1,wikipedia,1,7,2
72,134249,Male,1,"Almost simultaneously , the club announced that sporting director Thomas Linke had been released from his position , having been employed for only 10 weeks , from February 2011 .",director,his,15,8,1,wikipedia,1,7,1
73,38656,Male,1,"Strong was a young black slave from Barbados who had been badly beaten by his master , David Lisle , a lawyer , with a pistol to the head .",lawyer,his,14,21,1,wikipedia,1,7,1
74,151437,Male,1,Louis J. Montulli II ( best known as Lou Montulli ) is a programmer who is well known for his work in producing web browsers .,programmer,his,19,13,1,wikipedia,1,6,1
75,182331,Female,1,"Arundhati Devi ( also known as Arundhati Mukhopadhyay ) was an Indian actress , director , writer and singer who is predominantly known for her work in Bengali cinema .",writer,her,24,16,1,wikipedia,1,8,1
76,100312,Male,1,"The same year he faced scandal when a child was left on his doorstep in college and was claimed to be his ; it was later revealed that John Jago , a disaffected undergraduate expelled by Paynter for debauchery , had tried to wreak revenge .",child,his,12,8,1,wikipedia,1,4,3
77,160206,Male,1,"The set was designed by British architect John Pawson , who was known for his minimalist style .",architect,his,14,6,1,wikipedia,1,8,1
78,6668,Female,1,Moroccan truck driver Boujemaa Lamrabat was sentenced to life in prison for her murder in September 2019 .,driver,her,12,2,-1,wikipedia,1,10,1
79,187394,Female,1,"The dorm made headlines for its cost of $ 2.6 million , of which $ 1 million was donated by Florence Moore ( two other smaller nearby student houses are named after her husband , Robert S. Moore ) .",student,her,32,27,1,wikipedia,1,5,1
80,106434,Male,1,"Andy Horton , an American sailor and Olympic hopeful , is best known for his accomplishments Match racing and Star sailing .",sailor,his,14,5,1,wikipedia,1,9,1
81,216805,Male,1,"A session occurred with Marc Bonnant , a famous Swiss lawyer who is renowned for his exceptional oratory , his aristocratic distinction , his refined politeness and his scrupulous respect of traditions and good manners .",lawyer,his,15,10,1,wikipedia,1,5,4
82,59892,Male,1,"In 2004 , original drummer Stephan Linde , was replaced by his longtime friend and fellow Long Islander , Durijah Lang ( Saves the Day , Glassjaw , The Stryder ) .",drummer,his,11,4,1,wikipedia,1,7,1
83,137680,Male,1,"On 15 October 1969 , President Abdirashid Ali Sharmarke , only Somalia 's second president of the postcolonial era , was shot dead by his bodyguard using an automatic rifle as he stepped out of a car in the northern city of Las Anod .",president,his,24,14,1,wikipedia,1,10,2
84,192363,Male,1,"The couple had three children but only one survived infancy ; their eldest child , Infante Peter Charles , was later made an Infante of Portugal by his grandmother who had him raised at her court at Royal Palace of Queluz .",child,his,27,13,1,wikipedia,1,14,2
85,138301,Female,1,"Singer - songwriter , Jay Justin ( aka Justin McCarthy ) was impressed with her vocals and recommended her for a recording contract with EMI .",singer,her,14,0,-1,wikipedia,1,14,2
86,173286,Male,1,"Article 31 stated that "" no person shall be deprived of his property save by authority of law .",person,his,11,6,-1,wikipedia,1,5,1
87,245297,Male,1,The artist is much admired for his fragmented body parts expanded in such a way that they become landscape images in black and white .,artist,his,6,1,1,wikipedia,1,5,1
88,218111,Male,1,"Kennedy had an easy time with his re - election to the Senate in 2000 , as Republican lawyer and entrepreneur Jack E. Robinson III was sufficiently damaged by his past personal record that Republican state party officials refused to endorse him .",lawyer,his,29,18,1,wikipedia,1,11,2
90,80737,Male,1,"James Kirby , president of the Chicago District Council of the Carpenters ' union , was elected president as his replacement .",president,his,19,3,1,wikipedia,1,16,1
91,93641,Male,1,"Most infamously , Eminem , the best - selling hip hop artist of all time , has been accused of homophobia numerous times due to his use of homophobic slurs in his lyrics such as these from his 2001 song "" Criminal "" from The Marshall Mathers LP .",artist,his,25,11,1,wikipedia,1,14,3
92,196897,Male,1,"The author F. Scott Fitzgerald was buried there upon his death in 1940 but his remains and those of his wife Zelda Fitzgerald ( who died in 1948 ) were moved to Saint Mary 's Cemetery , also in Rockville , in 1975 .",author,his,9,1,-1,wikipedia,1,8,3
93,108198,Male,1,"Amongst all this a new Director , Derek Pestridge , was appointed and a legal charge over the ground was established in his favour against an interest - free Â£ 500,000 loan made to the club company .",director,his,22,5,1,wikipedia,1,17,1
94,40445,Male,1,"His son , John Wright , a captain in Colonel Whalley 's Regiment of Horse , was imprisoned in Newark Castle for his attachment to the Parliamentary cause , but later acquired estates in Nottinghamshire and Suffolk .",captain,his,22,7,1,wikipedia,1,15,2
95,86430,Male,1,"After "" Variety "" reporter Addison Verrill , an acquaintance of Bell 's , was killed in his apartment in 1977 , Bell wrote about the case in the "" Voice "" .",reporter,his,17,4,1,wikipedia,1,13,1
96,236860,Female,1,"Lee received her first KBS Top Excellence in Acting Award for her portrayal of Yoon Ja - young , a designer who was dumped by her boyfriend of ten years and raised a child alone .",designer,her,25,20,-1,wikipedia,1,5,3
97,8525,Female,1,"Sedona was named after Sedona Arabella Miller Schnebly ( 1877â€“1950 ) , the wife of Theodore Carlton Schnebly , the city 's first postmaster , who was celebrated for her hospitality and industriousness .",postmaster,her,29,23,0,wikipedia,1,6,1
98,163950,Male,1,For the first time it seemed possible that a black captain would be appointed as his replacement .,captain,his,15,10,1,wikipedia,1,5,1
99,26557,Male,1,"Joe Dobbs is an easy - going , well - liked English teacher , while Latin and Greek instructor Jerome Malley is feared and hated by his students for his strict disciplinary methods .",instructor,his,29,18,-1,wikipedia,1,11,2
100,112488,Male,1,It is like I redirect singer to Johnny Rotten just because he is a singer too .,singer,he,11,5,1,wikipedia,2,6,1
103,52506,Female,1,"Intreged , the female lawyer sent her assistant to the accident sight where she found a deli that had a camera inadverdently fixed toward the cross streets in question , but had been disabled 1 day after the accident .",assistant,she,13,7,1,wikipedia,2,6,2
105,134880,Male,1,"I would appreciate a range block long enough to bring this editor to the point of adopting a user name , so that he is answerable to his incivility and his edit warring .",editor,he,23,11,1,wikipedia,2,12,3
107,164956,Male,1,Somethings need to be done to stop this user for he is rampant and is running over policy after multiple warnings .,user,he,10,8,0,wikipedia,2,2,1
108,49048,Male,1,"Ignoring Bert , Shivers sends a party clown to Lynn ' s house to distract the guard , who he beheads , spotting Heston nearby as he does so .",guard,he,26,16,1,wikipedia,2,10,2
109,191187,Female,1,"When the King brothers faced prison sentences , Jimmy suggested Carrie be named a director of King and Sons so that she could run the business in their absence .",director,she,21,14,-1,wikipedia,2,7,1
110,4900,Male,1,"In 803 , after he became ill and offered to resign , he was made an advisor to Emperor Dezong ' s crown prince Li Song , and it was said that due to the illness , he was unable to thank Emperor Dezong in person .",advisor,he,4,16,1,wikipedia,2,12,3
111,9759,Male,1,"After completing his studies he was appointed professor of philosophy at Medina del Campo , in 1611 , and later of theology at Valladolid , where he taught for five years .",professor,he,26,7,1,wikipedia,2,19,3
112,113991,Male,1,"Little was appointed director of public affairs at the Central Intelligence Agency in October 2010 , where he served as the CIA ' s chief media spokesman , provided strategic counsel to the director and his senior leadership team , coordinated internal communications to CIA employees in the United States and abroad , and managed communications and outreach to the American public .",director,he,17,3,1,wikipedia,2,14,2
113,107521,Male,1,"He also honored his best friend , Paulinus with magister officiorum , for he had helped find his wife .",friend,he,13,5,0,wikipedia,2,8,3
116,42267,Male,1,"As he begins to leave , the young woman , Diane , asks the doctor , Burrell , again how her aunt Selena is .",doctor,he,1,14,1,wikipedia,2,13,2
117,2202,Male,1,"In 1970 , Bracq was appointed design director of BMW , where he was responsible for the top-of-the-line 7-Series .",director,he,12,7,1,wikipedia,2,5,1
118,201160,Male,1,When he speaks about the story of David and Goliath he impresses the child with courage of the boy as years passes by the story ' s thrust changes and the same story been told but presented with impressive emphasis .,child,he,1,13,1,wikipedia,2,12,2
119,47864,Male,1,"In 1820 he was appointed the director of the Dresden natural history museum and a professor at the Surgical-Medical Academy in Dresden , where he remained till 1862 .",director,he,24,6,1,wikipedia,2,18,2
121,107830,Female,1,He also has a forgiving personality due to the fact that he forgave a female driver despite that she wrecked his mountain bike on his first day commute to work .,driver,she,18,15,-1,wikipedia,2,3,4
122,7582,Male,1,"And I had never even seen this editor before he made this incident report , seems to be a personal crusade with me as an intended victim .",editor,he,9,7,1,wikipedia,2,2,1
123,164460,Male,1,"So I asked the pilot why , and he said when you land a plane smooth , you get the plane elevated to the lowest position you can and then you smooth it in .",pilot,he,8,4,1,wikipedia,2,4,1
126,145654,Male,1,"Oh , and contact the local brain surgeon with your query , too , since he will be able to diagnose your particular brain injury and offer solid advice .",surgeon,he,15,7,1,wikipedia,2,8,1
128,190343,Male,1,"Which , the preacher later declared from the pulpit , proved the youngster would make a good editor `` because he knows who to call a damn fool and who to let alone .",editor,he,20,17,1,wikipedia,2,3,1
129,172432,Male,1,"The Japanese shot down two more Hawks as they attempted to take off , killing both pilots , and wounded a third pilot as he brought his Hawk onto the runway .",pilot,he,24,22,1,wikipedia,2,2,2
130,4110,Male,1,"In 1992 , he was appointed professor at the University of Amsterdam , where he held the chair of mathematical physics until 2004 , when he was appointed distinguished professor at the university .",professor,he,14,6,1,wikipedia,2,8,3
131,79268,Male,1,Collett was appointed Darlington ' s goalkeeping coach after he retired as a player in 2004 .,coach,he,9,7,1,wikipedia,2,2,1
132,168067,Male,1,Students spotted the officer before he could succeed and chased him across campus .,officer,he,5,3,1,wikipedia,2,2,1
135,2885,Male,1,"In 1962 , Madden was promoted to head coach at Hancock where he spent two years .",coach,he,12,8,1,wikipedia,2,4,1
136,49405,Male,1,"In my view it would be like telling a child not to throw rocks , and then trying to hold that scolding against him when he leaves the water running .",child,he,25,9,1,wikipedia,2,16,1
137,86485,Female,1,"However after finding out she did not return Eobard ' s affections , his future self traumatized the reporter when she was a child , causing her to be mute and institutionalized for the rest of her life so that he never met her .",reporter,she,20,18,-1,wikipedia,2,2,7
138,152637,Male,1,Sandler played an overworked architect who neglects his family and misses most of his life when he receives a remote control device that enables him to skip over unpleasant events .,architect,he,16,4,1,wikipedia,2,12,3
143,12115,Male,1,"After a conflict with that university he was appointed professor at the University of Odessa in 1871 , and only two years later at the University of Moscow where he stayed the rest of his career .",professor,he,29,9,1,wikipedia,2,20,3
144,59470,Male,1,I avoided this editor after he attacked me and insulted me a month ago .,editor,he,5,3,1,wikipedia,2,2,1
146,48404,Male,1,"In 1833 he was appointed associate professor of Oriental languages at the University of Breslau , where in 1847 he became a full professor .",professor,he,19,6,1,wikipedia,2,13,2
148,24204,Male,1,America resists therapy and attempts to destroy a therapist ' s officer after he asked if America ' s uncle had done anything to him .,officer,he,13,11,1,wikipedia,2,2,1
0,6077,Male,1,Under the team 's Head coach Valeri Nepomniachi Li began to establish himself within the team during the 2000 league season and even though Valeri Nepomniachi left at the end of the season Li Yi'nan still continued to progress as a regular within the team .,coach,himself,12,5,1,wikipedia,3,7,1
1,230,Female,1,"The psychiatric nursing student finds herself in a situation where she is confronted by stressors from her personal and professional environment , as well as stressors caused by her present training in psychiatric nursing .",student,herself,5,3,1,pubmed,3,2,4
3,16694,Male,1,"Although his driver 's license was up - to - date , the inspection sticker had expired , and the bedraggled singer found himself in the back of the police cruiser .",singer,himself,23,21,1,wikipedia,3,2,2
4,7669,Male,1,"Strauch , mad painter , isolates himself from the world by retreating to the hamlet of Weng near Schwarzach i m Pongau .",painter,himself,6,3,1,wikipedia,3,3,1
5,24147,Female,1,"Finding herself "" connected through music "" , the singer decided to record a new album , which she titled "" Madame X "" : "" I found my tribe [ in Lisbon ] and a magical world of incredible musicians that reinforced my belief that music across the world is truly all connected and is the soul of the universe . """,singer,herself,1,9,-1,wikipedia,3,8,2
6,35898,Male,1,"In all branches of jurisprudence the judge takes evidence himself , only assisted by the parties or their lawyers , although in some branches the court is limited to proof , referred by the parties .",judge,himself,9,6,1,wikipedia,3,3,1
7,19153,Male,1,A century ago a farmer slaughtered three male students at the school before drowning himself in the nearby lake .,farmer,himself,14,4,1,wikipedia,3,10,1
8,1409,Male,1,"--A person representing himself to be a telegraphic operator from Washington , called B.",person,himself,3,1,-1,perseus,3,2,1
9,4239,Male,1,"However , when they go to treat Mr. Danielson 's accountant , who had poisoned himself as a suicide attempt , Jo realizes that the doctor is a charlatan .",accountant,himself,15,10,-1,wikipedia,3,5,1
10,30397,Male,1,"There is also a note appended to deeds of sale , mentioning that a family friend had hanged himself from a tree in the bush , because of love for the niece .",friend,himself,18,15,0,wikipedia,3,3,1
11,20083,Male,1,"With his own career taking second place to the latter endeavour , following the Concert for Bangladesh in August 1971 , Harrison 's musical activities included helping American musician Gary Wright establish himself as a solo artist .",musician,himself,32,28,1,wikipedia,3,4,2
12,13998,Male,1,"To prove this , he orders his replicant assistant , a newly developed Nexus-9 , to purposely cut himself and then decide between Wallace 's life and his own .",assistant,himself,18,8,-1,wikipedia,3,10,4
13,253,Male,1,The experienced surgeon distinguishes himself by the fact that he is right about the situation and converts sooner that later to conventional cholecystectomy if there 's any doubt .,surgeon,himself,4,2,1,pubmed,3,2,2
14,41798,Male,1,"The song serves as the narrative for the sequence , in which a strait - laced professor imagines himself duelling with the fashion photographer boyfriend of the young woman he obsessively spies on through a hole in the wall separating their apartments .",professor,himself,18,16,1,wikipedia,3,2,2
15,43745,Male,1,Her father was a journalist who often involved himself in controversial issues .,journalist,himself,8,4,-1,wikipedia,3,4,2
16,31572,Male,1,"Later , Bates carved a niche in the world of horror films and played important roles or the lead in several Hammer Horror productions , such as "" Taste the Blood of Dracula "" , "" The Horror of Frankenstein "" , "" Lust for a Vampire "" , and "" Dr. Jekyll and Sister Hyde "" , in which he played a doctor who mistakenly transforms himself into a beautiful siren .",doctor,himself,67,63,1,wikipedia,3,4,2
17,23198,Male,1,"Wrestler and mixed martial artist Alexander Otsuka has revealed himself as a fan of Yoshizawa , while All Japan Pro Wrestling held a special "" Akiho Yoshizawa Cup "" at an event sponsored by S1",artist,himself,9,4,1,wikipedia,3,5,1
18,1865,Male,1,Shame was the central psychodynamic aetiology ; it was too shameful for the patient to talk about or withdraw himself from the predicaments in which he was trapped .,patient,himself,19,13,0,pubmed,3,6,2
19,29468,Female,1,"It tells the story of Ally McBeal , a young lawyer who found herself without a job after being sexually harassed by her boss , only to end up employed by her friend from college , Richard Fish , to work in the firm he created with his friend John Cage , named "" Cage & Fish . """,lawyer,herself,13,10,-1,wikipedia,3,3,5
20,2413,Male,1,"Thus , the artist dedicates himself in a multifaceted way to the ever - present question of the end of painting and of its aesthetic cultural tradition .",artist,himself,5,3,1,wikipedia,3,2,1
21,37208,Male,1,"His assistant , Danny Wooten , kills himself , but not before contacting the woman who sent the suit .",assistant,himself,7,1,-1,wikipedia,3,6,2
22,7882,Male,1,"After 48-year - old systems analyst George Sodini killed three women and himself in the 2009 Collier Township shooting , media asked whether he had been influenced by his involvement in the PUA community .",analyst,himself,12,5,1,wikipedia,3,7,3
23,868,Male,1,"Stuart Sherman , a prominent academic , complained in the "" Nation "" that the author had confined himself to a mere "" representation of animal behavior . """,author,himself,18,15,-1,wikipedia,3,3,1
24,9863,Male,1,"Distancing himself from the precious , affected mannerist vogue , the artist inaugurated a frank , robust , energetic style .",artist,himself,1,11,1,wikipedia,3,10,1
25,18172,Male,1,"For instance , Philip Pullman , the English author of the "" His Dark Materials "" fantasy trilogy , which has atheism as a major theme , is an explicit atheist , but also describes himself as technically an agnostic .",author,himself,35,8,-1,wikipedia,3,27,2
26,1948,Male,1,"In order to help a patient with a chronic disease motivate himself , caregivers spontaneously make use of reason with a view to having the patient share the caregivers ' point of view , in other words , to some extent , transforming the care recipient into a caregiver .",patient,himself,11,5,0,pubmed,3,6,1
27,1740,Male,1,"However , since no king or person of importance would be willing to sacrifice himself or his children , the scapegoat in actual rituals would be someone of lower society who would be given value through special treatment such as fine clothes and dining before the sacrificial ceremony .",person,himself,14,6,-1,wikipedia,3,8,2
28,205,Female,1,"The charge nurse , finding herself in a situation which amounted to a crisis in the work of the department and the lives of the staff , introduced a process which sought to establish that control .",nurse,herself,5,2,1,pubmed,3,3,1
29,1015,Male,1,"General Averell 's command numbered about 4,000 sabers and a light battery , a larger cavalry force than can be found in the rebel army between Fredericksburg and Richmond , and yet that officer seems to have contented himself between April 29th , and May",officer,himself,40,35,1,perseus,3,5,1
30,26120,Male,1,Suddenly the 27-year - old assistant professor of Germanic languages and literatures found himself in a significant position to influence the future of a field that was n't much older than he was . â€,professor,himself,13,6,1,wikipedia,3,7,2
31,38954,Male,1,"After Julia Gillard became the first female prime minister of Australia in June 2010 , a Melbourne street artist calling himself Phoenix pasted Gillard 's face into a new monochrome version of the "" We Can Do It ! "" poster . """,artist,himself,20,18,1,wikipedia,3,2,1
32,4884,Male,1,"The ingredients of blue mass varied , as each pharmacist prepared it himself , but they all included mercury in elemental or compound form ( often as mercury chloride , also known as calomel ) .",pharmacist,himself,12,9,-1,wikipedia,3,3,1
33,34837,Male,1,"In the 1970s , a mental institution near the Finland â€“ Russia border was shut down when it was discovered that main administrator Doctor Andersson ( who had taken to calling himself "" The Auteur "" ) had filmed himself torturing patients to death .",administrator,himself,31,22,-1,wikipedia,3,9,2
34,10317,Male,1,"After Dees watches the Night Flier casually empty the bloody contents of his bladder into an airport urinal ( or as much of this act as he can see reflected in a mirror ) , the creature warns off his "" would - be biographer "" , destroys his photographic evidence , and leaves the mortally shaken reporter amidst a scene of carnage to explain himself to police , and watch as the Night Flier 's plane takes off .",reporter,himself,65,57,1,wikipedia,3,8,5
35,35815,Male,1,"In 1924 , Jeremy Hartwood , a noted artist and owner of the Louisiana mansion Derceto ( named after the Syrian deity ) , has committed suicide by hanging himself .",artist,himself,29,8,1,wikipedia,3,21,1
36,40921,Male,1,"Agent "" XX "" described himself as a strike leader when interviewed by the media , apparently seeking to bolster the credibility of his ominous message :",agent,himself,5,0,-1,wikipedia,3,5,2
37,15518,Male,1,McLaren team principal Martin Whitmarsh set himself signing Alonso for the 2015 season after an attempt to sign him for the previous season was unsuccessful .,principal,himself,6,2,1,wikipedia,3,4,1
38,37858,Male,1,"His assistant , Paskah Rose , formerly a butcher , took his place , but on 28 May , following his conviction for robbery , Rose himself was hanged at Tyburn and Ketch reinstated .",assistant,himself,26,1,-1,wikipedia,3,25,4
39,23294,Male,1,"Despite the many prominent riders who did not appear at the race , the race director described himself as "" delighted "" with the field of riders who took to the startline .",director,himself,17,15,1,wikipedia,3,2,1
40,52580,Male,1,"The driver of an empty city bus was able to save himself , and his bus was salvaged and continued to be used until 1989 ; it now resides in Vienna 's tramway museum ( "" StraÃŸenbahnmuseum "" ) .",driver,himself,11,1,1,wikipedia,3,10,2
41,29153,Male,1,"Unfortunately , the captain of the ship , Captain Samilin - Corrath - Gahar , reveals himself to be a traitor .",captain,himself,16,3,1,wikipedia,3,13,1
42,48190,Male,1,A well - meaning priest gets himself into a number of scrapes .,priest,himself,6,4,1,wikipedia,3,2,1
43,2026,Female,1,"We describe a 50-year-old female patient who had subclinical hypothyroidism and who presented herself with gradual cognitive impairment , accompanied with auditory hallucination and delusion .",patient,herself,13,5,0,pubmed,3,8,1
44,21659,Male,1,"Ruppert , a former Los Angeles police officer who describes himself as an investigative reporter and radical thinker , has authored books on the events of the September 11 attacks and of energy issues .",officer,himself,10,7,1,wikipedia,3,3,1
46,30152,Male,1,"His friend Lou Harrison dissociated himself from Ruggles after the 1949 performance of "" Angels "" because of the older composer 's racism , noting specifically a luncheon at Pennsylvania Station in New York at which Ruggles shouted anti - black and anti - semitic slurs .",friend,himself,5,1,0,wikipedia,3,4,2
47,9008,Male,1,"One person came forward and promised the king to make the temple exactly the same as the original and in the case of his failure , he will jump off the top of the temple and kill himself .",person,himself,37,1,-1,wikipedia,3,36,3
48,37509,Male,1,"The incoming headmaster in 1928 , G. A. Riding from Rugby School , saw himself as a "" new broom sweeping clean "" after the school had undergone some decline .",headmaster,himself,14,2,1,wikipedia,3,12,1
49,45204,Male,1,"If more coaches have turned , the singer chooses himself to which team he will go .",singer,himself,9,7,1,wikipedia,3,2,2
50,11431,Male,1,"A friend who saw how much he enjoyed beyblade , gave him his own bey , Virgo , so that he can become a blader as good as Gingka .",friend,he,6,1,0,wikipedia,4,5,3
51,104011,Female,1,VANITY grounds ; the author admits on her user page that she works for NASA doing programing and podcasting .,author,she,11,4,1,wikipedia,4,7,2
52,85955,Male,1,"The fine stemmed from an incident on August 19 , 2010 , when an FCC agent , not identifying himself as such , told the security guard on duty that he would like to see the public file ; the guard denied him access , as he was told that he would need to make an appointment .",agent,he,30,15,-1,wikipedia,4,15,4
53,77752,Male,1,"The executive producer for the 2013 Contest , Martin O sterdahl , told Swedish press that he did not like the decisions made by previous hosts to hold the contest in larger arenas , stating that he and SVT wanted the 2013 Contest to be `` more close and personal '' .",producer,he,16,2,1,wikipedia,4,14,2
55,25111,Male,1,If the writer of that article could have seen how he suffered he would have felt that every cent he received for that article would be a red hot coal of fire .,writer,he,10,2,-1,wikipedia,4,8,3
56,65277,Male,1,"Ohio State ' s coach , John Wilce , was so upset by the loss that he made his squad stay on the field after the game for a special practice session .",coach,he,16,4,1,wikipedia,4,12,2
57,20926,Male,1,"I suspect the line about `` The ' Life Lesson book have gained notable attention , won several awards , and sold more than 100 million copies '' is a leftover from the JK Rowling article the editor mentioned he used as the template .",editor,he,39,37,1,wikipedia,4,2,1
58,26312,Male,1,"A PROD was contested in 2009 , by an editor who said he would add sources , but never did .",editor,he,12,9,1,wikipedia,4,3,1
61,1347,Male,1,"A friend remarks to us that he thinks if the daguerreotypes of the French Zouave regiment now in this city could be taken and sent to Gen. Butler , he would immediately evacuate his present quarters .",friend,he,6,1,0,perseus,4,5,3
63,96143,Male,1,"When a magistrate believed that he had witnessed such an omen , he usually had an a priest -LRB- augur -RRB- interpret the omen .",magistrate,he,5,2,1,wikipedia,4,3,2
64,6286,Male,1,"James McCosh ( 1811â€“1894 ) , president of Princeton College from 1868 to 1888 , played a significant role in the American reception of evolution in the late 1800s â€“ he was one of the more prominent clergyman to assuage the public â€™s fears of evolution while incorporating evolution into a conservative Christian worldview .",president,he,30,6,1,pubmed,4,24,1
65,32495,Male,1,Both the one-week block or an indef block until the user demonstrates that he understands the problem are -LRB- or would have been -RRB- an appropriate reaction .,user,he,13,10,0,wikipedia,4,3,1
66,39746,Male,1,"His probation officer told him he could not leave California , but Evans went to the game and was sentenced to a year in prison for violating the terms of his probation .",officer,he,5,2,1,wikipedia,4,3,3
67,60965,Male,1,"My friend is keen to have this moth -LRB- right -RRB- identified , which he describes as `` huge '' .",friend,he,14,1,0,wikipedia,4,13,1
68,94526,Male,1,"There ' s a certain laconic tone to that , but it ' s well chosen given that he ' s replying to a person who has stated , without shame or hesitation , that he thinks a sequence of blog postings , a write-up in The New York Times and an interview is `` something of a watershed moment in -LSB- the -RSB- career '' of a quite eminent and decorated scientist .",person,he,35,24,-1,wikipedia,4,11,2
69,95534,Male,1,"What I can find about the Pisa tower is just a reporter says he saw such signs , so it might be convincible .",reporter,he,13,11,1,wikipedia,4,2,1
71,85257,Male,1,The judge stated that he would never let Higazy be registered as a Christian .,judge,he,4,1,1,wikipedia,4,3,1
72,77462,Male,1,"The Doctor tells her that he could probably remove it , but it would take a number of surgeries .",doctor,he,5,1,1,wikipedia,4,4,2
73,8265,Female,1,"The patient then revealed that she had been using gamma-hydroxybutyric-acid daily for the last six months as self-medication to treat insomnia and anxiety , before stopping it abruptly 24 hours prior to her visit .",patient,she,5,1,0,pubmed,4,4,2
74,42622,Male,1,"For the life of me , I can not figure out WHY this person is so angry that he would undo my tags and then insult me on my talk page .",person,he,18,13,-1,wikipedia,4,5,1
75,65104,Male,1,Our chief investigator said he had no reason to think coal dust was a factor '' .,investigator,he,4,2,-1,wikipedia,4,2,1
76,22931,Male,1,"Architect and follower Larry Bernstein said he designed the stage not for the audience in the Astrodome , but for the TV cameras .",architect,he,6,0,1,wikipedia,4,6,1
77,10728,Male,1,"A local friend realizes that Stark is an entity controlled by the books that Thad wrote , and that he will do anything he can to stop him .",friend,he,19,2,0,wikipedia,4,17,2
78,312,Female,1,"The clinician then has the opportunity to rectify the problem [ 72 ] , but audio distortion , caused at least in part by the microphone at the patient â€™s end , means that the doctor appears to have trouble making out what the patient is saying and to assume that she heard correctly , recommending that the patient ask her GP for a change in unit strength ( lines 24 - 26 ) .",patient,she,51,44,0,covid19,4,7,2
79,61001,Male,1,My greatest concern is that the user claims that he is using only author ' s opinion whereas he is just giving a lot of undue weight to fringe theories .,user,he,9,6,0,wikipedia,4,3,2
80,2948,Male,1,"The writer stood on the deck of the Ben Deford , during the entire bombardment , and avers that he saw and heard guns fire from the fort , at brief intervals , during the whole time , until twilight .",writer,he,22,1,-1,perseus,4,21,1
81,8787,Female,1,"Key words : breast cancer - postmenopause - ovarian suppression - postmenopausal osteoporosis - therapyThis work was supported by grant of the Czech Ministry of Health - RVO ( MOÃš , 00209805).The author declares she has no potential conflicts of interest concerning drugs , products , or services used in the study .",author,she,34,32,1,pubmed,4,2,1
82,7065,Male,1,After more than a year of treatment in a clinic the patient acknowledged he was ill and admitted to being an alcoholic .,patient,he,13,11,0,pubmed,4,2,1
84,5168,Male,1,"A friend of his , Seo Chan-jik , visited him and told him that he would expose the truth of Ji-eun ' s identity to everybody , and Jong Man should not stop him .",friend,he,14,1,0,wikipedia,4,13,2
85,77381,Male,1,The Doctor reads Oolon Colluphid ' s book The Origins of the Universe and says he got it wrong `` on the first line '' .,doctor,he,15,1,1,wikipedia,4,14,1
86,24087,Male,1,A mysterious stranger in the mountains turns out to be a former Confederate Army officer who claims he had no knowledge the war was over .,officer,he,17,14,1,wikipedia,4,3,1
87,38382,Male,1,"However , one close friend said he spoke with her between fourth and fifth period but later changed his story .",friend,he,6,4,0,wikipedia,4,2,3
88,22809,Female,1,"A second-year student at Shinyo Academy , Miyashita going out with Keiji Takeda , and believes she is living an ordinary high school girl .",student,she,16,2,1,wikipedia,4,14,1
